timestamp,position_x,position_y,position_z,velocity_x,velocity_y,velocity_z,acceleration,fuel_level,asteroid_distance,hazard_score,landing_zone_lat,landing_zone_lon
2025-11-08 17:55:27.043958,100049.67141530113,699.677718293001,-337.5891374871908,-4.274960917936204,0.09053137138554117,-1.0451514494265783,-0.17472216669652557,94.50541872635903,1987.9844427416108,5.557597705778299,40.07694642495417,-24.563686248519133
2025-11-08 17:55:28.043958,99887.07447078379,462.3168414563844,-72.25933535775891,-4.934268826054652,0.6516390186580319,-0.08512912339795276,0.009462104466935801,103.38708372558247,656.589070043761,2.2394140970592282,40.01477927931694,-42.387870723694334
2025-11-08 17:55:29.043958,99866.57065561187,29.815184960087063,-396.20996049998064,-2.038683355801656,0.29308290019639166,-0.1328022801430526,-0.1625544033562061,99.45717882698483,81.78200414311995,3.7254415581886127,56.71331832286978,53.12825669046924
2025-11-08 17:55:30.043958,99855.0056883435,-323.468388852787,-153.98076481952015,-4.878894531191908,-0.2062069091082402,-0.19993911933418573,-0.2506571570536717,97.5803927690842,822.2071049255408,0.2098405465462142,63.639041032497005,167.85945068306256
2025-11-08 17:55:31.043958,99580.18826613127,349.11165680679494,-946.8073334768928,-2.7249354791662315,0.12859948517796368,-0.057320417753196226,0.029746205311781654,104.2500884621771,403.57772656950146,0.5059258945790459,-76.09108927190813,3.735146386390369
2025-11-08 17:55:32.043958,99481.09080880959,196.7426927108748,106.64685368646929,-2.3900751812550185,-0.12033258726510651,0.13213413582281827,0.013949779614745887,96.71344267931933,168.3497609067831,7.9453637088144715,-28.211911726967266,175.27566489901938
2025-11-08 17:55:33.043958,99563.32668695613,447.59661001386615,0.6027376811121185,-1.201398107877413,0.003940092347364076,-0.07505847562690329,-0.028483693774220137,98.69869342819784,1890.7040330833377,1.7817251441658049,33.68205366476502,-71.19021783124892
2025-11-08 17:55:34.043958,99383.04977922159,317.5859008409848,-408.5443155340953,-1.2110610314384105,-0.1628055260742518,-0.6320030839736819,-0.010619409003975316,106.64578940000544,737.3070583510861,5.310129530485904,-0.254468269581821,-168.88747228471402
2025-11-08 17:55:35.043958,99160.25976861372,524.7763576596676,329.62283421620253,-3.7680450237866188,-0.0821676029426956,0.24309239578096944,0.3098299434071258,107.29531132865286,2707.196751080308,1.3730371527256038,-55.67832958413753,-120.36125970849142
2025-11-08 17:55:36.043958,99162.3641124667,-267.617605780284,468.78506881327917,-2.8317159777361116,0.10604667653708762,-0.9746858776612116,-0.02581751380314344,107.41154060090119,1639.982198811467,2.753409346090931,9.487722630005635,-37.75504148115576
2025-11-08 17:55:37.043958,98962.66723972776,658.6970328171628,-803.779932184487,-1.9060865041444228,-0.49667934979097533,-1.0251787286421001,0.05101243612500749,98.08887061482994,1180.815658656631,2.5466498110495865,-16.66158250209412,-66.11979269212121
2025-11-08 17:55:38.043958,98863.33693455289,98.79980234619983,-381.3623892831071,-3.4558812253009306,-0.5079394134949892,0.36959024735078394,-0.0649364819613881,105.6029639743718,5.038173674963946,1.4270700421211402,-19.79311002222508,-145.06051284598402
2025-11-08 17:55:39.043958,98835.00703796741,1037.6304363126328,-384.57117489364913,-2.0114324730004447,-0.6942712769156055,0.2535101360676784,0.029523257504060315,94.654635260556,558.3076929817356,2.393693720523304,55.75566913841948,-24.24236123134193
2025-11-08 17:55:40.043958,98520.38368724594,-344.5939090447839,-469.95155055443234,-3.3105270173776904,-0.800135552251855,-0.028697682537018005,-0.023823367505561754,94.81483497573905,220.0063296094742,0.9904749567239608,-16.63229991020738,-58.278322202557405
